Time,Bgn Entity,Bgn Pos LLA_DD,End Entity,End Pos LLA_DD,Earth Model,Az(M),Az(T),El,Cmp(T),Dist,Rng,Alt,Dist(B),Rng(B)
173 2015 11:00:45.034,origin,,Target_2,,WGS84,,303.9,,,,49467.4,350,,
173 2015 11:00:45.034,origin,,Target_3,,WGS84,,321.8,,,,33015.8,1641.3,,
173 2015 11:00:45.034,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:45.034,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:45.034,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:46.108,origin,,Target_1,,WGS84,,305.5,,,,48846,350,,
173 2015 11:00:46.108,origin,,Target_2,,WGS84,,303.9,,,,49267.9,350,,
173 2015 11:00:46.108,origin,,Target_3,,WGS84,,321.8,,,,32679.8,1623.4,,
173 2015 11:00:46.108,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:46.108,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:46.108,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:47.174,origin,,Target_1,,WGS84,,305.5,,,,48647.3,350,,
173 2015 11:00:47.174,origin,,Target_2,,WGS84,,303.9,,,,49069.7,350,,
173 2015 11:00:47.174,origin,,Target_3,,WGS84,,321.8,,,,32353,1539.4,,
173 2015 11:00:47.174,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:47.174,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:47.174,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:48.222,origin,,Target_1,,WGS84,,305.5,,,,48452,350,,
173 2015 11:00:48.222,origin,,Target_2,,WGS84,,303.9,,,,48874.8,350,,
173 2015 11:00:48.222,origin,,Target_3,,WGS84,,321.8,,,,32045.3,1410,,
173 2015 11:00:48.222,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:48.222,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:48.222,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:49.267,origin,,Target_1,,WGS84,,305.5,,,,48257.1,350,,
173 2015 11:00:49.267,origin,,Target_2,,WGS84,,304,,,,48680.4,350,,
173 2015 11:00:49.267,origin,,Target_3,,WGS84,,321.8,,,,31739.7,1278.9,,
173 2015 11:00:49.267,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:49.267,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:49.267,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:50.337,origin,,Target_1,,WGS84,,305.6,,,,48057.7,350,,
173 2015 11:00:50.337,origin,,Target_2,,WGS84,,304,,,,48481.4,350,,
173 2015 11:00:50.337,origin,,Target_3,,WGS84,,321.8,,,,31427.5,1144.6,,
173 2015 11:00:50.337,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:50.337,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:50.337,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:51.396,origin,,Target_1,,WGS84,,305.6,,,,47860.4,350,,
173 2015 11:00:51.396,origin,,Target_2,,WGS84,,304,,,,48284.4,350,,
173 2015 11:00:51.396,origin,,Target_3,,WGS84,,321.8,,,,31119,1011.8,,
173 2015 11:00:51.396,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:51.396,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:51.396,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:52.458,origin,,Target_1,,WGS84,,305.6,,,,47662.4,350,,
173 2015 11:00:52.458,origin,,Target_2,,WGS84,,304,,,,48086.8,350,,
173 2015 11:00:52.458,origin,,Target_3,,WGS84,,321.8,,,,30810.1,878.5,,
173 2015 11:00:52.458,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:52.458,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:52.458,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:53.543,origin,,Target_1,,WGS84,,305.6,,,,47460.1,350,,
173 2015 11:00:53.543,origin,,Target_2,,WGS84,,304,,,,47884.9,350,,
173 2015 11:00:53.543,origin,,Target_3,,WGS84,,321.8,,,,30495,742.4,,
173 2015 11:00:53.543,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:53.543,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:53.543,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:54.633,origin,,Target_1,,WGS84,,305.6,,,,47256.8,350,,
173 2015 11:00:54.633,origin,,Target_2,,WGS84,,304.1,,,,47681.9,350,,
173 2015 11:00:54.633,origin,,Target_3,,WGS84,,321.8,,,,30178.8,605.6,,
173 2015 11:00:54.633,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:54.633,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:54.633,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:55.713,origin,,Target_1,,WGS84,,305.6,,,,47055.4,350,,
173 2015 11:00:55.713,origin,,Target_2,,WGS84,,304.1,,,,47480.8,350,,
173 2015 11:00:55.713,origin,,Target_3,,WGS84,,321.8,,,,29866.3,470,,
173 2015 11:00:55.713,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:55.713,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:55.713,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:56.791,origin,,Target_1,,WGS84,,305.6,,,,46854.3,350,,
173 2015 11:00:56.791,origin,,Target_2,,WGS84,,304.1,,,,47280.1,350,,
173 2015 11:00:56.791,origin,,Target_3,,WGS84,,321.8,,,,29549.4,348.7,,
173 2015 11:00:56.791,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:56.791,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:56.791,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:57.872,origin,,Target_1,,WGS84,,305.7,,,,46652.7,350,,
173 2015 11:00:57.872,origin,,Target_2,,WGS84,,304.1,,,,47078.8,350,,
173 2015 11:00:57.872,origin,,Target_3,,WGS84,,321.8,,,,29221.7,259.7,,
173 2015 11:00:57.872,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:57.872,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:57.872,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:58.974,origin,,Target_1,,WGS84,,305.7,,,,46447.1,350,,
173 2015 11:00:58.974,origin,,Target_2,,WGS84,,304.1,,,,46873.5,350,,
173 2015 11:00:58.974,origin,,Target_3,,WGS84,,321.8,,,,28882.1,193.3,,
173 2015 11:00:58.974,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:58.974,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:00:58.974,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:00.094,origin,,Target_1,,WGS84,,305.7,,,,46238.2,350,,
173 2015 11:01:00.094,origin,,Target_2,,WGS84,,304.1,,,,46665,350,,
173 2015 11:01:00.094,origin,,Target_3,,WGS84,,321.8,,,,28534.4,144.4,,
173 2015 11:01:00.094,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:00.094,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:00.094,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:01.212,origin,,Target_1,,WGS84,,305.7,,,,46029.5,350,,
173 2015 11:01:01.212,origin,,Target_2,,WGS84,,304.2,,,,46456.6,350,,
173 2015 11:01:01.212,origin,,Target_3,,WGS84,,321.8,,,,28185.4,108.9,,
173 2015 11:01:01.212,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:01.212,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:01.212,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:02.348,origin,,Target_1,,WGS84,,305.7,,,,45817.7,350,,
173 2015 11:01:02.348,origin,,Target_2,,WGS84,,304.2,,,,46245.1,350,,
173 2015 11:01:02.348,origin,,Target_3,,WGS84,,321.8,,,,27830.4,82.8,,
173 2015 11:01:02.348,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:02.348,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:02.348,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:03.504,origin,,Target_1,,WGS84,,305.7,,,,45602,350,,
173 2015 11:01:03.504,origin,,Target_2,,WGS84,,304.2,,,,46029.7,350,,
173 2015 11:01:03.504,origin,,Target_3,,WGS84,,321.8,,,,27468.6,63.7,,
173 2015 11:01:03.504,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:03.504,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:03.504,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:04.659,origin,,Target_1,,WGS84,,305.8,,,,45386.4,350,,
173 2015 11:01:04.659,origin,,Target_2,,WGS84,,304.2,,,,45814.4,350,,
173 2015 11:01:04.659,origin,,Target_3,,WGS84,,321.8,,,,27106.6,50,,
173 2015 11:01:04.659,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:04.659,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:04.659,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:05.912,origin,,Target_1,,WGS84,,305.8,,,,45152.5,350,,
173 2015 11:01:05.912,origin,,Target_2,,WGS84,,304.2,,,,45580.8,350,,
173 2015 11:01:05.912,origin,,Target_3,,WGS84,,321.9,,,,26714.1,39.4,,
173 2015 11:01:05.912,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:05.912,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:05.912,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:06.967,origin,,Target_1,,WGS84,,305.8,,,,44955.6,350,,
173 2015 11:01:06.967,origin,,Target_2,,WGS84,,304.3,,,,45384.1,350,,
173 2015 11:01:06.967,origin,,Target_3,,WGS84,,321.9,,,,26383.3,33,,
173 2015 11:01:06.967,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:06.967,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:06.967,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:08.074,origin,,Target_1,,WGS84,,305.8,,,,44748.9,350,,
173 2015 11:01:08.074,origin,,Target_2,,WGS84,,304.3,,,,45177.7,350,,
173 2015 11:01:08.074,origin,,Target_3,,WGS84,,321.9,,,,26036.4,28.1,,
173 2015 11:01:08.074,origin,,Target_4,,WGS84,,322.9,,,,33833.6,336.9,,
173 2015 11:01:08.074,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:08.074,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:09.119,origin,,Target_1,,WGS84,,305.8,,,,44553.7,350,,
173 2015 11:01:09.119,origin,,Target_2,,WGS84,,304.3,,,,44982.7,350,,
173 2015 11:01:09.119,origin,,Target_3,,WGS84,,321.9,,,,25708.6,24.7,,
173 2015 11:01:09.119,origin,,Target_4,,WGS84,,322.8,,,,33742.5,646.1,,
173 2015 11:01:09.119,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:09.119,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:10.202,origin,,Target_1,,WGS84,,305.8,,,,44351.6,350,,
173 2015 11:01:10.202,origin,,Target_2,,WGS84,,304.3,,,,44780.8,350,,
173 2015 11:01:10.202,origin,,Target_3,,WGS84,,321.9,,,,25369.3,22.1,,
173 2015 11:01:10.202,origin,,Target_4,,WGS84,,322.7,,,,33590.9,939.7,,
173 2015 11:01:10.202,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:10.202,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:11.258,origin,,Target_1,,WGS84,,305.8,,,,44154.4,350,,
173 2015 11:01:11.258,origin,,Target_2,,WGS84,,304.3,,,,44583.9,350,,
173 2015 11:01:11.258,origin,,Target_3,,WGS84,,321.9,,,,25038.2,20.3,,
173 2015 11:01:11.258,origin,,Target_4,,WGS84,,322.6,,,,33392,1188.5,,
173 2015 11:01:11.258,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:11.258,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:12.3,origin,,Target_1,,WGS84,,305.9,,,,43959.9,350,,
173 2015 11:01:12.3,origin,,Target_2,,WGS84,,304.3,,,,44389.6,350,,
173 2015 11:01:12.3,origin,,Target_3,,WGS84,,321.9,,,,24711.8,18.9,,
173 2015 11:01:12.3,origin,,Target_4,,WGS84,,322.5,,,,33153.5,1387.7,,
173 2015 11:01:12.3,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:12.3,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:13.362,origin,,Target_1,,WGS84,,305.9,,,,43761.5,350,,
173 2015 11:01:13.362,origin,,Target_2,,WGS84,,304.3,,,,44191.4,350,,
173 2015 11:01:13.362,origin,,Target_3,,WGS84,,321.9,,,,24378.7,17.9,,
173 2015 11:01:13.362,origin,,Target_4,,WGS84,,322.4,,,,32875.3,1535.4,,
173 2015 11:01:13.362,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:13.362,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:14.435,origin,,Target_1,,WGS84,,305.9,,,,43561.1,350,,
173 2015 11:01:14.435,origin,,Target_2,,WGS84,,304.4,,,,43991.2,350,,
173 2015 11:01:14.435,origin,,Target_3,,WGS84,,321.9,,,,24042.3,17.1,,
173 2015 11:01:14.435,origin,,Target_4,,WGS84,,322.2,,,,32569.1,1621.9,,
173 2015 11:01:14.435,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:14.435,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:15.505,origin,,Target_1,,WGS84,,305.9,,,,43361.3,350,,
173 2015 11:01:15.505,origin,,Target_2,,WGS84,,304.4,,,,43791.6,350,,
173 2015 11:01:15.505,origin,,Target_3,,WGS84,,321.9,,,,23707,16.6,,
173 2015 11:01:15.505,origin,,Target_4,,WGS84,,322,,,,32250.6,1641.8,,
173 2015 11:01:15.505,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:15.505,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:16.568,origin,,Target_1,,WGS84,,305.9,,,,43162.8,350,,
173 2015 11:01:16.568,origin,,Target_2,,WGS84,,304.4,,,,43593.3,350,,
173 2015 11:01:16.568,origin,,Target_3,,WGS84,,321.9,,,,23373.7,16.1,,
173 2015 11:01:16.568,origin,,Target_4,,WGS84,,321.8,,,,31933.5,1595.1,,
173 2015 11:01:16.568,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:16.568,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:17.609,origin,,Target_1,,WGS84,,305.9,,,,42968.2,350,,
173 2015 11:01:17.609,origin,,Target_2,,WGS84,,304.4,,,,43398.8,350,,
173 2015 11:01:17.609,origin,,Target_3,,WGS84,,321.9,,,,23047.1,15.8,,
173 2015 11:01:17.609,origin,,Target_4,,WGS84,,321.6,,,,31634.4,1487.3,,
173 2015 11:01:17.609,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:17.609,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:18.676,origin,,Target_1,,WGS84,,305.9,,,,42768.8,350,,
173 2015 11:01:18.676,origin,,Target_2,,WGS84,,304.4,,,,43199.7,350,,
173 2015 11:01:18.676,origin,,Target_3,,WGS84,,321.9,,,,22712.6,15.5,,
173 2015 11:01:18.676,origin,,Target_4,,WGS84,,321.5,,,,31336.2,1353,,
173 2015 11:01:18.676,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:18.676,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:19.736,origin,,Target_1,,WGS84,,305.9,,,,42570.9,350,,
173 2015 11:01:19.736,origin,,Target_2,,WGS84,,304.4,,,,43001.9,350,,
173 2015 11:01:19.736,origin,,Target_3,,WGS84,,321.9,,,,22380.3,15.3,,
173 2015 11:01:19.736,origin,,Target_4,,WGS84,,321.3,,,,31040.7,1220.1,,
173 2015 11:01:19.736,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:19.736,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:20.803,origin,,Target_1,,WGS84,,306,,,,42371.5,350,,
173 2015 11:01:20.803,origin,,Target_2,,WGS84,,304.4,,,,42802.7,350,,
173 2015 11:01:20.803,origin,,Target_3,,WGS84,,321.9,,,,22045.8,15.2,,
173 2015 11:01:20.803,origin,,Target_4,,WGS84,,321.1,,,,30744,1086.2,,
173 2015 11:01:20.803,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:20.803,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:21.854,origin,,Target_1,,WGS84,,306,,,,42175.2,350,,
173 2015 11:01:21.854,origin,,Target_2,,WGS84,,304.5,,,,42606.5,350,,
173 2015 11:01:21.854,origin,,Target_3,,WGS84,,322,,,,21716.4,15.1,,
173 2015 11:01:21.854,origin,,Target_4,,WGS84,,320.9,,,,30452.6,954.3,,
173 2015 11:01:21.854,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:21.854,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:22.916,origin,,Target_1,,WGS84,,306,,,,41976.6,350,,
173 2015 11:01:22.916,origin,,Target_2,,WGS84,,304.5,,,,42408.1,350,,
173 2015 11:01:22.916,origin,,Target_3,,WGS84,,322,,,,21383.1,15.1,,
173 2015 11:01:22.916,origin,,Target_4,,WGS84,,320.8,,,,30158.7,821,,
173 2015 11:01:22.916,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:22.916,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:23.967,origin,,Target_1,,WGS84,,306,,,,41780.3,350,,
173 2015 11:01:23.967,origin,,Target_2,,WGS84,,304.5,,,,42211.9,350,,
173 2015 11:01:23.967,origin,,Target_3,,WGS84,,322,,,,21053.7,15,,
173 2015 11:01:23.967,origin,,Target_4,,WGS84,,320.6,,,,29869,689.1,,
173 2015 11:01:23.967,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:23.967,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:25.029,origin,,Target_1,,WGS84,,306,,,,41581.8,350,,
173 2015 11:01:25.029,origin,,Target_2,,WGS84,,304.5,,,,42013.5,350,,
173 2015 11:01:25.029,origin,,Target_3,,WGS84,,322,,,,20720.6,15,,
173 2015 11:01:25.029,origin,,Target_4,,WGS84,,320.4,,,,29577,555.9,,
173 2015 11:01:25.029,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:25.029,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:26.104,origin,,Target_1,,WGS84,,306,,,,41380.8,350,,
173 2015 11:01:26.104,origin,,Target_2,,WGS84,,304.5,,,,41812.8,350,,
173 2015 11:01:26.104,origin,,Target_3,,WGS84,,322,,,,20383.6,15,,
173 2015 11:01:26.104,origin,,Target_4,,WGS84,,320.2,,,,29282,421.8,,
173 2015 11:01:26.104,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:26.104,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:27.177,origin,,Target_1,,WGS84,,306,,,,41180.3,350,,
173 2015 11:01:27.177,origin,,Target_2,,WGS84,,304.5,,,,41612.3,350,,
173 2015 11:01:27.177,origin,,Target_3,,WGS84,,322,,,,20047,15,,
173 2015 11:01:27.177,origin,,Target_4,,WGS84,,320,,,,28979.4,313.7,,
173 2015 11:01:27.177,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:27.177,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:28.232,origin,,Target_1,,WGS84,,306,,,,40983.1,350,,
173 2015 11:01:28.232,origin,,Target_2,,WGS84,,304.5,,,,41415.3,350,,
173 2015 11:01:28.232,origin,,Target_3,,WGS84,,322,,,,19716.2,15,,
173 2015 11:01:28.232,origin,,Target_4,,WGS84,,319.7,,,,28675.2,235.7,,
173 2015 11:01:28.232,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:28.232,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:29.303,origin,,Target_1,,WGS84,,306.1,,,,40782.9,350,,
173 2015 11:01:29.303,origin,,Target_2,,WGS84,,304.5,,,,41215.2,350,,
173 2015 11:01:29.303,origin,,Target_3,,WGS84,,322,,,,19380.4,15,,
173 2015 11:01:29.303,origin,,Target_4,,WGS84,,319.5,,,,28362.9,177.3,,
173 2015 11:01:29.303,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:01:29.303,origin,,Target_6,,WGS84,,18.5,,,,7302.8,33,,
173 2015 11:01:30.378,origin,,Target_1,,WGS84,,306.1,,,,40581.9,350,,
173 2015 11:01:30.378,origin,,Target_2,,WGS84,,304.6,,,,41014.4,350,,
173 2015 11:01:30.378,origin,,Target_3,,WGS84,,322,,,,19043.3,15,,
173 2015 11:01:30.378,origin,,Target_4,,WGS84,,319.3,,,,28047.8,134.2,,
