Time,Bgn Entity,Bgn Pos LLA_DD,End Entity,End Pos LLA_DD,Earth Model,Az(M),Az(T),El,Cmp(T),Dist,Rng,Alt,Dist(B),Rng(B)
173 2015 11:02:19.148,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:19.148,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:19.148,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:19.148,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:20.234,origin,,Target_1,,WGS84,,291.4,,,,33943.2,350,,
173 2015 11:02:20.234,origin,,Target_2,,WGS84,,290.4,,,,34517.8,350,,
173 2015 11:02:20.234,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:20.234,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:20.234,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:20.234,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:21.328,origin,,Target_1,,WGS84,,290.8,,,,33830.6,350,,
173 2015 11:02:21.328,origin,,Target_2,,WGS84,,289.9,,,,34412.5,350,,
173 2015 11:02:21.328,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:21.328,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:21.328,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:21.328,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:22.422,origin,,Target_1,,WGS84,,290.2,,,,33720.2,350,,
173 2015 11:02:22.422,origin,,Target_2,,WGS84,,289.3,,,,34309.4,350,,
173 2015 11:02:22.422,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:22.422,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:22.422,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:22.422,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:23.518,origin,,Target_1,,WGS84,,289.7,,,,33611.9,350,,
173 2015 11:02:23.518,origin,,Target_2,,WGS84,,288.8,,,,34208.4,350,,
173 2015 11:02:23.518,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:23.518,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:23.518,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:23.518,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:24.611,origin,,Target_1,,WGS84,,289.1,,,,33506.5,350,,
173 2015 11:02:24.611,origin,,Target_2,,WGS84,,288.2,,,,34110.1,350,,
173 2015 11:02:24.611,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:24.611,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:24.611,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:24.611,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:25.68,origin,,Target_1,,WGS84,,288.5,,,,33405.8,350,,
173 2015 11:02:25.68,origin,,Target_2,,WGS84,,287.6,,,,34016.5,350,,
173 2015 11:02:25.68,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:25.68,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:25.68,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:25.68,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:26.775,origin,,Target_1,,WGS84,,287.9,,,,33305.5,350,,
173 2015 11:02:26.775,origin,,Target_2,,WGS84,,287,,,,33923.3,350,,
173 2015 11:02:26.775,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:26.775,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:26.775,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:26.775,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:27.86,origin,,Target_1,,WGS84,,287.2,,,,33209.1,350,,
173 2015 11:02:27.86,origin,,Target_2,,WGS84,,286.4,,,,33833.8,350,,
173 2015 11:02:27.86,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:27.86,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:27.86,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:27.86,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:28.944,origin,,Target_1,,WGS84,,286.6,,,,33116,350,,
173 2015 11:02:28.944,origin,,Target_2,,WGS84,,285.8,,,,33747.3,350,,
173 2015 11:02:28.944,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:28.944,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:28.944,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:28.944,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:30.043,origin,,Target_1,,WGS84,,286,,,,33025.4,350,,
173 2015 11:02:30.043,origin,,Target_2,,WGS84,,285.2,,,,33663,350,,
173 2015 11:02:30.043,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:30.043,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:30.043,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:30.043,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:31.152,origin,,Target_1,,WGS84,,285.3,,,,32938.2,350,,
173 2015 11:02:31.152,origin,,Target_2,,WGS84,,284.5,,,,33581.8,350,,
173 2015 11:02:31.152,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:31.152,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:31.152,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:31.152,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:32.243,origin,,Target_1,,WGS84,,284.7,,,,32856.3,350,,
173 2015 11:02:32.243,origin,,Target_2,,WGS84,,283.9,,,,33505.9,350,,
173 2015 11:02:32.243,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:32.243,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:32.243,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:32.243,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:33.333,origin,,Target_1,,WGS84,,284.1,,,,32778.8,350,,
173 2015 11:02:33.333,origin,,Target_2,,WGS84,,283.3,,,,33434.2,350,,
173 2015 11:02:33.333,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:33.333,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:33.333,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:33.333,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:34.429,origin,,Target_1,,WGS84,,283.4,,,,32705,350,,
173 2015 11:02:34.429,origin,,Target_2,,WGS84,,282.6,,,,33366.2,350,,
173 2015 11:02:34.429,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:34.429,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:34.429,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:34.429,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:35.507,origin,,Target_1,,WGS84,,282.8,,,,32636.5,350,,
173 2015 11:02:35.507,origin,,Target_2,,WGS84,,282,,,,33303.3,350,,
173 2015 11:02:35.507,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:35.507,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:35.507,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:35.507,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:36.578,origin,,Target_1,,WGS84,,282.1,,,,32572.6,350,,
173 2015 11:02:36.578,origin,,Target_2,,WGS84,,281.4,,,,33244.8,350,,
173 2015 11:02:36.578,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:36.578,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:36.578,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:36.578,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:37.649,origin,,Target_1,,WGS84,,281.5,,,,32512.7,350,,
173 2015 11:02:37.649,origin,,Target_2,,WGS84,,280.7,,,,33190.4,350,,
173 2015 11:02:37.649,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:37.649,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:37.649,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:37.649,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:38.724,origin,,Target_1,,WGS84,,280.8,,,,32456.8,350,,
173 2015 11:02:38.724,origin,,Target_2,,WGS84,,280.1,,,,33139.8,350,,
173 2015 11:02:38.724,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:38.724,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:38.724,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:38.724,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:39.809,origin,,Target_1,,WGS84,,280.2,,,,32404.4,350,,
173 2015 11:02:39.809,origin,,Target_2,,WGS84,,279.5,,,,33092.9,350,,
173 2015 11:02:39.809,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:39.809,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:39.809,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:39.809,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:40.885,origin,,Target_1,,WGS84,,279.5,,,,32356.7,350.7,,
173 2015 11:02:40.885,origin,,Target_2,,WGS84,,278.8,,,,33050.5,350,,
173 2015 11:02:40.885,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:40.885,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:40.885,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:40.885,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:41.963,origin,,Target_1,,WGS84,,278.9,,,,32311.1,358.7,,
173 2015 11:02:41.963,origin,,Target_2,,WGS84,,278.2,,,,33012.1,350.3,,
173 2015 11:02:41.963,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:41.963,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:41.963,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:41.963,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:43.022,origin,,Target_1,,WGS84,,278.3,,,,32267.2,377.5,,
173 2015 11:02:43.022,origin,,Target_2,,WGS84,,277.6,,,,32976.8,356.2,,
173 2015 11:02:43.022,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:43.022,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:43.022,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:43.022,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:44.104,origin,,Target_1,,WGS84,,277.6,,,,32223.6,406.8,,
173 2015 11:02:44.104,origin,,Target_2,,WGS84,,276.9,,,,32941.4,373.2,,
173 2015 11:02:44.104,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:44.104,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:44.104,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:44.104,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:45.192,origin,,Target_1,,WGS84,,277,,,,32181.8,443.3,,
173 2015 11:02:45.192,origin,,Target_2,,WGS84,,276.3,,,,32906.6,401,,
173 2015 11:02:45.192,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:45.192,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:45.192,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:45.192,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:46.258,origin,,Target_1,,WGS84,,276.4,,,,32143.8,482.9,,
173 2015 11:02:46.258,origin,,Target_2,,WGS84,,275.7,,,,32874,435.7,,
173 2015 11:02:46.258,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:46.258,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:46.258,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:46.258,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:47.316,origin,,Target_1,,WGS84,,275.8,,,,32109.3,523.7,,
173 2015 11:02:47.316,origin,,Target_2,,WGS84,,275.1,,,,32844.3,474.4,,
173 2015 11:02:47.316,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:47.316,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:47.316,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:47.316,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:48.388,origin,,Target_1,,WGS84,,275.1,,,,32078.2,565.4,,
173 2015 11:02:48.388,origin,,Target_2,,WGS84,,274.5,,,,32817.2,515.6,,
173 2015 11:02:48.388,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:48.388,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:48.388,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:48.388,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:49.452,origin,,Target_1,,WGS84,,274.5,,,,32051.2,606.3,,
173 2015 11:02:49.452,origin,,Target_2,,WGS84,,273.9,,,,32794,557,,
173 2015 11:02:49.452,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:49.452,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:49.452,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:49.452,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:50.511,origin,,Target_1,,WGS84,,273.9,,,,32028.2,646.6,,
173 2015 11:02:50.511,origin,,Target_2,,WGS84,,273.3,,,,32774.6,597.8,,
173 2015 11:02:50.511,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:50.511,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:50.511,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:50.511,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:51.575,origin,,Target_1,,WGS84,,273.3,,,,32009,686.6,,
173 2015 11:02:51.575,origin,,Target_2,,WGS84,,272.7,,,,32759.1,638.3,,
173 2015 11:02:51.575,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:51.575,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:51.575,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:51.575,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:52.631,origin,,Target_1,,WGS84,,272.7,,,,31993.8,726.2,,
173 2015 11:02:52.631,origin,,Target_2,,WGS84,,272.1,,,,32747.4,678.1,,
173 2015 11:02:52.631,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:52.631,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:52.631,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:52.631,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:53.683,origin,,Target_1,,WGS84,,272,,,,31982.4,765.6,,
173 2015 11:02:53.683,origin,,Target_2,,WGS84,,271.5,,,,32739.5,717.6,,
173 2015 11:02:53.683,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:53.683,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:53.683,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:53.683,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:54.723,origin,,Target_1,,WGS84,,271.4,,,,31974.7,804.7,,
173 2015 11:02:54.723,origin,,Target_2,,WGS84,,270.9,,,,32735.3,756.6,,
173 2015 11:02:54.723,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:54.723,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:54.723,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:54.723,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:55.782,origin,,Target_1,,WGS84,,270.8,,,,31970.5,842.7,,
173 2015 11:02:55.782,origin,,Target_2,,WGS84,,270.3,,,,32734.6,796.3,,
173 2015 11:02:55.782,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:55.782,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:55.782,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:55.782,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:56.818,origin,,Target_1,,WGS84,,270.2,,,,31970,876.6,,
173 2015 11:02:56.818,origin,,Target_2,,WGS84,,269.7,,,,32737.5,834.3,,
173 2015 11:02:56.818,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:56.818,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:56.818,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:56.818,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:57.864,origin,,Target_1,,WGS84,,269.6,,,,31973.2,914,,
173 2015 11:02:57.864,origin,,Target_2,,WGS84,,269.1,,,,32743.9,868.8,,
173 2015 11:02:57.864,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:57.864,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:57.864,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:57.864,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:58.921,origin,,Target_1,,WGS84,,269,,,,31980.4,958.7,,
173 2015 11:02:58.921,origin,,Target_2,,WGS84,,268.5,,,,32754,905.4,,
173 2015 11:02:58.921,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:58.921,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:58.921,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:58.921,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:59.956,origin,,Target_1,,WGS84,,268.4,,,,31991.2,1005.4,,
173 2015 11:02:59.956,origin,,Target_2,,WGS84,,267.9,,,,32767.7,947.9,,
173 2015 11:02:59.956,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:59.956,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:59.956,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:02:59.956,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:03:01.005,origin,,Target_1,,WGS84,,267.8,,,,32005.9,1053.2,,
173 2015 11:03:01.005,origin,,Target_2,,WGS84,,267.3,,,,32785.3,994.8,,
173 2015 11:03:01.005,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:03:01.005,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:03:01.005,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:03:01.005,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:03:02.015,origin,,Target_1,,WGS84,,267.2,,,,32023.5,1099,,
173 2015 11:03:02.015,origin,,Target_2,,WGS84,,266.7,,,,32805.6,1040.8,,
173 2015 11:03:02.015,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:03:02.015,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:03:02.015,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:03:02.015,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:03:03.26,origin,,Target_1,,WGS84,,266.5,,,,32050,1154.5,,
173 2015 11:03:03.26,origin,,Target_2,,WGS84,,266,,,,32835.2,1097.3,,
173 2015 11:03:03.26,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:03:03.26,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:03:03.26,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:03:03.26,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:03:04.508,origin,,Target_1,,WGS84,,265.7,,,,32081.7,1209.2,,
173 2015 11:03:04.508,origin,,Target_2,,WGS84,,265.3,,,,32869.9,1153,,
173 2015 11:03:04.508,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:03:04.508,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:03:04.508,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:03:04.508,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:03:05.743,origin,,Target_1,,WGS84,,265,,,,32118.1,1262.3,,
173 2015 11:03:05.743,origin,,Target_2,,WGS84,,264.6,,,,32909.3,1207.2,,
173 2015 11:03:05.743,origin,,Target_3,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:03:05.743,origin,,Target_4,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:03:05.743,origin,,Target_5,,WGS84,,N/A,,,,N/A,N/A,,
173 2015 11:03:05.743,origin,,Target_6,,WGS84,,N/A,,,,N/A,N/A,,
